name,region,longitude,latitude,worldX,worldY,locationtype,locationtypeenum,mplongitude,mplatitude,gisX,gisY,dungeontype
Gaerhart Orchard,Northmoor,28712,59816,224,32,HomeFarms,HomeFarms,224.3125,-31.6875,224.5,-32.5,
Carolyn Cultus,Northmoor,22696,59688,177,33,DungeonLabyrinth,DungeonLabyrinth,177.3125,-32.6875,177.5,-33.5,Coven
The Dispuchinxa Cloister,Northmoor,23720,59688,185,33,DungeonLabyrinth,DungeonLabyrinth,185.3125,-32.6875,185.5,-33.5,DesecratedTemple
Lammore,Northmoor,29976,59664,234,33,TownHamlet,TownHamlet,234.1875,-32.875,234.5,-33.5,
The Queen's Ogre Pub,Northmoor,32168,59688,251,33,Tavern,Tavern,251.3125,-32.6875,251.5,-33.5,
Copperham Court,Northmoor,34856,59688,272,33,HomeWealthy,HomeWealthy,272.3125,-32.6875,272.5,-33.5,
Vanpath,Northmoor,20768,59560,162,34,TownVillage,TownVillage,162.25,-33.6875,162.5,-34.5,
The Buckingfield Graveyard,Northmoor,21032,59560,164,34,Graveyard,Graveyard,164.3125,-33.6875,164.5,-34.5,Cemetery
Old Gwynausa's Farm,Northmoor,27944,59560,218,34,HomeFarms,HomeFarms,218.3125,-33.6875,218.5,-34.5,
Vanlech,Northmoor,29448,59536,230,34,TownCity,TownCity,230.0625,-33.875,230.5,-34.5,
Inner Seer of Mara,Northmoor,34600,59560,270,34,ReligionTemple,ReligionTemple,270.3125,-33.6875,270.5,-34.5,
Inner Seer of Mara,Ykalon,42664,61352,333,20,ReligionTemple,ReligionTemple,333.3125,-19.6875,333.5,-20.5,
Longham,Northmoor,19488,59424,152,35,TownVillage,TownVillage,152.25,-34.75,152.5,-35.5,
Longham,Urvaius,63264,47136,494,131,TownVillage,TownVillage,494.25,-130.75,494.5,-131.5,
Kingsmith Orchard,Northmoor,23080,59432,180,35,HomeFarms,HomeFarms,180.3125,-34.6875,180.5,-35.5,
Blessed Tree of Mara,Northmoor,33320,59432,260,35,ReligionTemple,ReligionTemple,260.3125,-34.6875,260.5,-35.5,
Blessed Tree of Mara,Ykalon,55464,59944,433,31,ReligionTemple,ReligionTemple,433.3125,-30.6875,433.5,-31.5,
Blessed Tree of Mara,Glenumbra Moors,16936,53544,132,81,ReligionTemple,ReligionTemple,132.3125,-80.6875,132.5,-81.5,
Fearful Idol of Mara,Northmoor,21288,59304,166,36,ReligionTemple,ReligionTemple,166.3125,-35.6875,166.5,-36.5,
Fearful Idol of Mara,Ykalon,52008,61096,406,22,ReligionTemple,ReligionTemple,406.3125,-21.6875,406.5,-22.5,
Old Carololda's Hovel,Northmoor,21544,59304,168,36,HomePoor,HomePoor,168.3125,-35.6875,168.5,-36.5,
Old Lysayne's Farm,Northmoor,27944,59304,218,36,HomeFarms,HomeFarms,218.3125,-35.6875,218.5,-36.5,
Broadgate,Northmoor,28576,59296,223,36,TownVillage,TownVillage,223.25,-35.75,223.5,-36.5,
The Silver Gnome Inn,Northmoor,34472,59304,269,36,Tavern,Tavern,269.3125,-35.6875,269.5,-36.5,
Whiteworth,Northmoor,34976,59288,273,36,TownHamlet,TownHamlet,273.25,-35.8125,273.5,-36.5,
The Gold Helm Pub,Northmoor,20520,59176,160,37,Tavern,Tavern,160.3125,-36.6875,160.5,-37.5,
The Toad and Muskrat Tavern,Northmoor,22824,59176,178,37,Tavern,Tavern,178.3125,-36.6875,178.5,-37.5,
The House of Woodford,Northmoor,33064,59176,258,37,DungeonLabyrinth,DungeonLabyrinth,258.3125,-36.6875,258.5,-37.5,RuinedCastle
The Feather and Dungeon Hostel,Northmoor,34728,59176,271,37,Tavern,Tavern,271.3125,-36.6875,271.5,-37.5,
Pencart,Northmoor,19488,59040,152,38,TownVillage,TownVillage,152.25,-37.75,152.5,-38.5,
Ipswold,Northmoor,20136,59040,157,38,TownVillage,TownVillage,157.3125,-37.75,157.5,-38.5,
The Pig and Jug Lodge,Northmoor,21416,59048,167,38,Tavern,Tavern,167.3125,-37.6875,167.5,-38.5,
Ipsing,Northmoor,23184,59040,181,38,TownHamlet,TownHamlet,181.125,-37.75,181.5,-38.5,
The Hawkhouse Plantation,Northmoor,24232,59048,189,38,HomeFarms,HomeFarms,189.3125,-37.6875,189.5,-38.5,
Reymarket,Northmoor,29856,59024,233,38,TownHamlet,TownHamlet,233.25,-37.875,233.5,-38.5,
The King's Guard Inn,Northmoor,30120,59048,235,38,Tavern,Tavern,235.3125,-37.6875,235.5,-38.5,
Tunbridge,Northmoor,31504,59040,246,38,TownHamlet,TownHamlet,246.125,-37.75,246.5,-38.5,
Knightsville Heath,Northmoor,19736,58904,154,39,TownHamlet,TownHamlet,154.1875,-38.8125,154.5,-39.5,
Kington Grange,Northmoor,23848,58920,186,39,HomeFarms,HomeFarms,186.3125,-38.6875,186.5,-39.5,
The Gromloth Aerie,Northmoor,32680,58920,255,39,DungeonLabyrinth,DungeonLabyrinth,255.3125,-38.6875,255.5,-39.5,HarpyNest
The Citadel of Rodistair,Northmoor,33832,58920,264,39,DungeonLabyrinth,DungeonLabyrinth,264.3125,-38.6875,264.5,-39.5,HumanStronghold
The Crimson Bird Pub,Northmoor,20136,58792,157,40,Tavern,Tavern,157.3125,-39.6875,157.5,-40.5,
Holhead,Northmoor,21416,58784,167,40,TownVillage,TownVillage,167.3125,-39.75,167.5,-40.5,
Buckinghouse Palace,Northmoor,27048,58792,211,40,HomeWealthy,HomeWealthy,211.3125,-39.6875,211.5,-40.5,
The Hearthwing Plantation,Northmoor,16936,58664,132,41,HomeFarms,HomeFarms,132.3125,-40.6875,132.5,-41.5,
The Hearthwing Plantation,Menevia,104744,44072,818,155,HomeFarms,HomeFarms,818.3125,-154.6875,818.5,-155.5,
The Fox and Gnome Inn,Northmoor,20648,58664,161,41,Tavern,Tavern,161.3125,-40.6875,161.5,-41.5,
The Hawkford Graveyard,Northmoor,21032,58664,164,41,Graveyard,Graveyard,164.3125,-40.6875,164.5,-41.5,Cemetery
Wicking Grange,Northmoor,23080,58664,180,41,HomeFarms,HomeFarms,180.3125,-40.6875,180.5,-41.5,
The Old Hawkfield Place,Northmoor,26664,58664,208,41,HomePoor,HomePoor,208.3125,-40.6875,208.5,-41.5,
Easthead,Northmoor,29592,58640,231,41,TownHamlet,TownHamlet,231.1875,-40.875,231.5,-41.5,
The Hearthsley Cemetery,Northmoor,32424,58664,253,41,Graveyard,Graveyard,253.3125,-40.6875,253.5,-41.5,Cemetery
Gothcroft,Northmoor,16264,58520,127,42,TownCity,TownCity,127.0625,-41.8125,127.5,-42.5,
Fearful Soul of Mara,Northmoor,23464,58536,183,42,ReligionTemple,ReligionTemple,183.3125,-41.6875,183.5,-42.5,
Moorhouse Palace,Northmoor,18344,58408,143,43,HomeWealthy,HomeWealthy,143.3125,-42.6875,143.5,-43.5,
Moorhouse Palace,Menevia,107816,39080,842,194,HomeWealthy,HomeWealthy,842.3125,-193.6875,842.5,-194.5,
Hearthford Hall,Northmoor,21032,58408,164,43,HomeWealthy,HomeWealthy,164.3125,-42.6875,164.5,-43.5,
Galloleigh,Northmoor,27808,58400,217,43,TownVillage,TownVillage,217.25,-42.75,217.5,-43.5,
Kinging Orchard,Northmoor,30376,58408,237,43,HomeFarms,HomeFarms,237.3125,-42.6875,237.5,-43.5,
Kinging Orchard,Urvaius,54568,54696,426,72,HomeFarms,HomeFarms,426.3125,-71.6875,426.5,-72.5,
Kinging Orchard,Ilessan Hills,38824,51752,303,95,HomeFarms,HomeFarms,303.3125,-94.6875,303.5,-95.5,
The Stronghold of Masterhart,Northmoor,31272,58408,244,43,DungeonKeep,DungeonKeep,244.3125,-42.6875,244.5,-43.5,HarpyNest
The Lynx and Dungeon Lodge,Northmoor,17064,58280,133,44,Tavern,Tavern,133.3125,-43.6875,133.5,-44.5,
Newworth,Northmoor,23200,58272,181,44,TownVillage,TownVillage,181.25,-43.75,181.5,-44.5,
The White Dog Pub,Northmoor,23464,58280,183,44,Tavern,Tavern,183.3125,-43.6875,183.5,-44.5,
Grayley,Northmoor,25760,58272,201,44,TownVillage,TownVillage,201.25,-43.75,201.5,-44.5,
Grayshire,Northmoor,31632,58264,247,44,TownHamlet,TownHamlet,247.125,-43.8125,247.5,-44.5,
The Buckinghart Plantation,Northmoor,33960,58280,265,44,HomeFarms,HomeFarms,265.3125,-43.6875,265.5,-44.5,
The Buckinghart Plantation,Alcaire,94120,46632,735,135,HomeFarms,HomeFarms,735.3125,-134.6875,735.5,-135.5,
The Buckinghart Plantation,Daenia,45992,50856,359,102,HomeFarms,HomeFarms,359.3125,-101.6875,359.5,-102.5,
Burgcart Heath,Northmoor,15904,58144,124,45,TownVillage,TownVillage,124.25,-44.75,124.5,-45.5,
Grimmoth,Northmoor,16144,58136,126,45,TownHamlet,TownHamlet,126.125,-44.8125,126.5,-45.5,
Ashsmith Orchard,Northmoor,16680,58152,130,45,HomeFarms,HomeFarms,130.3125,-44.6875,130.5,-45.5,
Ashsmith Orchard,Glenumbra Moors,11816,51752,92,95,HomeFarms,HomeFarms,92.3125,-94.6875,92.5,-95.5,
Grolerker,Northmoor,19880,58152,155,45,DungeonLabyrinth,DungeonLabyrinth,155.3125,-44.6875,155.5,-45.5,GiantStronghold
The Bat and Scorpion Hostel,Northmoor,20264,58152,158,45,Tavern,Tavern,158.3125,-44.6875,158.5,-45.5,
The Bat and Porcupine Lodge,Northmoor,23848,58152,186,45,Tavern,Tavern,186.3125,-44.6875,186.5,-45.5,
The Convocation of Gwynona,Northmoor,30888,58152,241,45,DungeonLabyrinth,DungeonLabyrinth,241.3125,-44.6875,241.5,-45.5,BarbarianStronghold
The Dagirrock Web,Northmoor,34472,58152,269,45,DungeonLabyrinth,DungeonLabyrinth,269.3125,-44.6875,269.5,-45.5,SpiderNest
Gaersly Court,Northmoor,27560,58024,215,46,HomeWealthy,HomeWealthy,215.3125,-45.6875,215.5,-46.5,
The Mole and Woodchuck Hostel,Northmoor,29736,58024,232,46,Tavern,Tavern,232.3125,-45.6875,232.5,-46.5,
The Mole and Woodchuck Hostel,Bhoraine,70696,47016,552,132,Tavern,Tavern,552.3125,-131.6875,552.5,-132.5,
Cathgate,Northmoor,20504,57888,160,47,TownHamlet,TownHamlet,160.1875,-46.75,160.5,-47.5,
The Masterwing Plantation,Northmoor,21160,57896,165,47,HomeFarms,HomeFarms,165.3125,-46.6875,165.5,-47.5,
The Masterwing Plantation,Menevia,105512,36392,824,215,HomeFarms,HomeFarms,824.3125,-214.6875,824.5,-215.5,
Warton,Northmoor,21408,57880,167,47,TownHamlet,TownHamlet,167.25,-46.8125,167.5,-47.5,
Warbury,Northmoor,26528,57896,207,47,TownVillage,TownVillage,207.25,-46.6875,207.5,-47.5,
Eastton,Northmoor,26784,57896,209,47,TownVillage,TownVillage,209.25,-46.6875,209.5,-47.5,
The Gold Badger Pub,Northmoor,28968,57896,226,47,Tavern,Tavern,226.3125,-46.6875,226.5,-47.5,
Gallotry,Northmoor,20000,57760,156,48,TownVillage,TownVillage,156.25,-47.75,156.5,-48.5,
The Mole and Hedgehog Pub,Northmoor,25640,57768,200,48,Tavern,Tavern,200.3125,-47.6875,200.5,-48.5,
The Knave and Huntsman Lodge,Northmoor,26024,57768,203,48,Tavern,Tavern,203.3125,-47.6875,203.5,-48.5,
Cromtale,Northmoor,26272,57760,205,48,TownVillage,TownVillage,205.25,-47.75,205.5,-48.5,
The Old Coppersley Hovel,Northmoor,30760,57768,240,48,HomePoor,HomePoor,240.3125,-47.6875,240.5,-48.5,
The Old Coppersley Hovel,Urvaius,54440,53160,425,84,HomePoor,HomePoor,425.3125,-83.6875,425.5,-84.5,
Fonttower,Northmoor,34720,57760,271,48,TownVillage,TownVillage,271.25,-47.75,271.5,-48.5,
Woodton Hall,Northmoor,17448,57640,136,49,HomeWealthy,HomeWealthy,136.3125,-48.6875,136.5,-49.5,
Northmoor,Northmoor,28040,57608,219,49,TownCity,TownCity,219.0625,-48.9375,219.5,-49.5,
Oxdale Derry,Northmoor,28944,57632,226,49,TownHamlet,TownHamlet,226.125,-48.75,226.5,-49.5,
The Black Fawn Pub,Northmoor,30504,57640,238,49,Tavern,Tavern,238.3125,-48.6875,238.5,-49.5,
Gentle Seer of Mara,Northmoor,31144,57640,243,49,ReligionTemple,ReligionTemple,243.3125,-48.6875,243.5,-49.5,
Gentle Seer of Mara,Glenumbra Moors,12968,51624,101,96,ReligionTemple,ReligionTemple,101.3125,-95.6875,101.5,-96.5,
Cromley,Northmoor,21792,57504,170,50,TownVillage,TownVillage,170.25,-49.75,170.5,-50.5,
Crossway,Northmoor,23328,57504,182,50,TownVillage,TownVillage,182.25,-49.75,182.5,-50.5,
Masterhouse Palace,Northmoor,26152,57512,204,50,HomeWealthy,HomeWealthy,204.3125,-49.6875,204.5,-50.5,
The Gwynara Cabal,Northmoor,26664,57512,208,50,DungeonLabyrinth,DungeonLabyrinth,208.3125,-49.6875,208.5,-50.5,Coven
Deercroft Minster,Northmoor,32928,57488,257,50,TownHamlet,TownHamlet,257.25,-49.875,257.5,-50.5,
Grimtry ,Northmoor,35344,57504,276,50,TownHamlet,TownHamlet,276.125,-49.75,276.5,-50.5,
Moromulon Hall,Northmoor,27432,57384,214,51,DungeonLabyrinth,DungeonLabyrinth,214.3125,-50.6875,214.5,-51.5,VampireHaunt
The Old Masterston Place,Northmoor,30248,57384,236,51,HomePoor,HomePoor,236.3125,-50.6875,236.5,-51.5,
Aldway,Northmoor,30624,57376,239,51,TownVillage,TownVillage,239.25,-50.75,239.5,-51.5,
Old Chrystolda's Farm,Northmoor,30888,57384,241,51,HomeFarms,HomeFarms,241.3125,-50.6875,241.5,-51.5,
Ruins of The Old Wickham Hovel,Northmoor,33960,57384,265,51,DungeonRuin,DungeonRuin,265.3125,-50.6875,265.5,-51.5,RuinedCastle
Warleigh,Northmoor,16664,57232,130,52,TownHamlet,TownHamlet,130.1875,-51.875,130.5,-52.5,
Ruins of Hearthsly Manor,Northmoor,19368,57256,151,52,DungeonRuin,DungeonRuin,151.3125,-51.6875,151.5,-52.5,Laboratory
Westworth,Northmoor,19720,57240,154,52,TownCity,TownCity,154.0625,-51.8125,154.5,-52.5,
The Kingston Crypts,Northmoor,22440,57256,175,52,Graveyard,Graveyard,175.3125,-51.6875,175.5,-52.5,Cemetery
Eternal Rebirth of Mara,Northmoor,24872,57256,194,52,ReligionTemple,ReligionTemple,194.3125,-51.6875,194.5,-52.5,
Wickton Palace,Northmoor,25128,57256,196,52,HomeWealthy,HomeWealthy,196.3125,-51.6875,196.5,-52.5,
Wickton Palace,Bhoraine,75048,50600,586,104,HomeWealthy,HomeWealthy,586.3125,-103.6875,586.5,-104.5,
Westley,Northmoor,25624,57240,200,52,TownHamlet,TownHamlet,200.1875,-51.8125,200.5,-52.5,
Blessed Light of Mara,Northmoor,27176,57256,212,52,ReligionTemple,ReligionTemple,212.3125,-51.6875,212.5,-52.5,
The Woodcroft Tombs,Northmoor,27944,57256,218,52,Graveyard,Graveyard,218.3125,-51.6875,218.5,-52.5,Cemetery
Old Evelona's Place,Northmoor,29992,57256,234,52,HomePoor,HomePoor,234.3125,-51.6875,234.5,-52.5,
Old Evelona's Place,Ilessan Hills,39976,52392,312,90,HomePoor,HomePoor,312.3125,-89.6875,312.5,-90.5,
Aldinggate,Northmoor,20384,57120,159,53,TownVillage,TownVillage,159.25,-52.75,159.5,-53.5,
Castle Yeomcroft,Northmoor,21928,57128,171,53,DungeonKeep,DungeonKeep,171.3125,-52.6875,171.5,-53.5,HarpyNest
Dispebithullah Minster,Northmoor,22696,57128,177,53,DungeonLabyrinth,DungeonLabyrinth,177.3125,-52.6875,177.5,-53.5,DesecratedTemple
The Tower of Perastyr,Northmoor,22952,57128,179,53,DungeonLabyrinth,DungeonLabyrinth,179.3125,-52.6875,179.5,-53.5,HumanStronghold
The Hold of Coppercroft,Northmoor,32936,57128,257,53,DungeonKeep,DungeonKeep,257.3125,-52.6875,257.5,-53.5,HarpyNest
Weeping Seer of Mara,Northmoor,17576,57000,137,54,ReligionTemple,ReligionTemple,137.3125,-53.6875,137.5,-54.5,
The Woodton Cemetery,Northmoor,21032,57000,164,54,Graveyard,Graveyard,164.3125,-53.6875,164.5,-54.5,Cemetery
The Friary of Demogither,Northmoor,22312,57000,174,54,DungeonLabyrinth,DungeonLabyrinth,174.3125,-53.6875,174.5,-54.5,DesecratedTemple
The Woodham Tombs,Northmoor,30120,57000,235,54,Graveyard,Graveyard,235.3125,-53.6875,235.5,-54.5,Cemetery
Silent Oracle of Mara,Northmoor,31528,57000,246,54,ReligionTemple,ReligionTemple,246.3125,-53.6875,246.5,-54.5,
Wicksly Grange,Northmoor,16040,56872,125,55,HomeFarms,HomeFarms,125.3125,-54.6875,125.5,-55.5,
Arkbridge Wood,Northmoor,16920,56848,132,55,TownHamlet,TownHamlet,132.1875,-54.875,132.5,-55.5,
Morgyna Cultus,Northmoor,23336,56872,182,55,DungeonLabyrinth,DungeonLabyrinth,182.3125,-54.6875,182.5,-55.5,Coven
Arkbeth,Northmoor,24728,56848,193,55,TownHamlet,TownHamlet,193.1875,-54.875,193.5,-55.5,
Ruins of Ashing Palace,Northmoor,31912,56872,249,55,DungeonRuin,DungeonRuin,249.3125,-54.6875,249.5,-55.5,Coven
Old Barbyn's Shack,Northmoor,32680,56872,255,55,HomePoor,HomePoor,255.3125,-54.6875,255.5,-55.5,
Charenwych,Northmoor,25248,56736,197,56,TownHamlet,TownHamlet,197.25,-55.75,197.5,-56.5,
Holcester,Northmoor,32400,56728,253,56,TownHamlet,TownHamlet,253.125,-55.8125,253.5,-56.5,
Silent Sunrise of Mara,Northmoor,21416,56616,167,57,ReligionTemple,ReligionTemple,167.3125,-56.6875,167.5,-57.5,
The Mole and Bird Hostel,Northmoor,22824,56616,178,57,Tavern,Tavern,178.3125,-56.6875,178.5,-57.5,
Warcester,Northmoor,26144,56608,204,57,TownVillage,TownVillage,204.25,-56.75,204.5,-57.5,
The Tombs of Hawkhouse,Northmoor,34472,56616,269,57,Graveyard,Graveyard,269.3125,-56.6875,269.5,-57.5,Cemetery
The Lucky Cat Pub,Northmoor,18984,56488,148,58,Tavern,Tavern,148.3125,-57.6875,148.5,-58.5,
Wickwing Hall,Northmoor,23080,56488,180,58,HomeWealthy,HomeWealthy,180.3125,-57.6875,180.5,-58.5,
Wickwing Hall,Ykalon,42280,61608,330,18,HomeWealthy,HomeWealthy,330.3125,-17.6875,330.5,-18.5,
Wickwing Hall,Daenia,50216,51368,392,98,HomeWealthy,HomeWealthy,392.3125,-97.6875,392.5,-98.5,
Broadtower,Northmoor,23584,56488,184,58,TownVillage,TownVillage,184.25,-57.6875,184.5,-58.5,
The Crimson Badger Pub,Northmoor,26920,56488,210,58,Tavern,Tavern,210.3125,-57.6875,210.5,-58.5,
The Rat and Cat Lodge,Northmoor,28968,56488,226,58,Tavern,Tavern,226.3125,-57.6875,226.5,-58.5,
The Red Gnome Hostel,Northmoor,29224,56488,228,58,Tavern,Tavern,228.3125,-57.6875,228.5,-58.5,
The Red Gnome Hostel,Daenia,46760,57256,365,52,Tavern,Tavern,365.3125,-51.6875,365.5,-52.5,
Kirktower,Northmoor,32024,56480,250,58,TownHamlet,TownHamlet,250.1875,-57.75,250.5,-58.5,
Midfort,Northmoor,32792,56480,256,58,TownHamlet,TownHamlet,256.1875,-57.75,256.5,-58.5,
The Stronghold of Moorcroft,Northmoor,34216,56488,267,58,DungeonKeep,DungeonKeep,267.3125,-57.6875,267.5,-58.5,BarbarianStronghold
The Stronghold of Moorcroft,Northmoor,34216,56488,267,58,DungeonKeep,DungeonKeep,267.3125,-57.6875,267.5,-58.5,Coven
The Stronghold of Moorcroft,Bhoraine,70312,47528,549,128,DungeonKeep,DungeonKeep,549.3125,-127.6875,549.5,-128.5,BarbarianStronghold
The Stronghold of Moorcroft,Bhoraine,70312,47528,549,128,DungeonKeep,DungeonKeep,549.3125,-127.6875,549.5,-128.5,Coven
The Hold of Mastersley,Northmoor,22824,56360,178,59,DungeonKeep,DungeonKeep,178.3125,-58.6875,178.5,-59.5,HarpyNest
The Old Ashsmith Shack,Northmoor,23976,56360,187,59,HomePoor,HomePoor,187.3125,-58.6875,187.5,-59.5,
Dispoth Minster,Northmoor,28584,56360,223,59,DungeonLabyrinth,DungeonLabyrinth,223.3125,-58.6875,223.5,-59.5,DesecratedTemple
Old Belladausa's Hovel,Northmoor,32552,56360,254,59,HomePoor,HomePoor,254.3125,-58.6875,254.5,-59.5,
The Dwarf and Castle Inn,Northmoor,33064,56360,258,59,Tavern,Tavern,258.3125,-58.6875,258.5,-59.5,
The Lynx and Castle Hostel,Northmoor,18984,56232,148,60,Tavern,Tavern,148.3125,-59.6875,148.5,-60.5,
The House of Masterton,Northmoor,21288,56232,166,60,DungeonLabyrinth,DungeonLabyrinth,166.3125,-59.6875,166.5,-60.5,RuinedCastle
The Morgyna Coven,Northmoor,27816,56232,217,60,DungeonLabyrinth,DungeonLabyrinth,217.3125,-59.6875,217.5,-60.5,Coven
Aldingmont,Northmoor,28192,56224,220,60,TownVillage,TownVillage,220.25,-59.75,220.5,-60.5,
The Hearthsly Plantation,Northmoor,31528,56232,246,60,HomeFarms,HomeFarms,246.3125,-59.6875,246.5,-60.5,
The Hearthsly Plantation,Urvaius,58664,58024,458,46,HomeFarms,HomeFarms,458.3125,-45.6875,458.5,-46.5,
The Vannayne Cabal,Northmoor,31912,56232,249,60,DungeonLabyrinth,DungeonLabyrinth,249.3125,-59.6875,249.5,-60.5,Coven
Inner Altar of Mara,Northmoor,35240,56232,275,60,ReligionTemple,ReligionTemple,275.3125,-59.6875,275.5,-60.5,
Inner Altar of Mara,Ykalon,37032,57640,289,49,ReligionTemple,ReligionTemple,289.3125,-48.6875,289.5,-49.5,
Inner Altar of Mara,Antiphyllos,60968,8616,476,432,ReligionTemple,ReligionTemple,476.3125,-431.6875,476.5,-432.5,
Ruins of Tower Gaerston,Northmoor,20136,56104,157,61,DungeonRuin,DungeonRuin,157.3125,-60.6875,157.5,-61.5,VampireHaunt
Crossmoth,Northmoor,22032,56096,172,61,TownHamlet,TownHamlet,172.125,-60.75,172.5,-61.5,
THe Crypts of Copperham,Northmoor,25896,56104,202,61,Graveyard,Graveyard,202.3125,-60.6875,202.5,-61.5,Cemetery
Crosswood,Northmoor,28832,56096,225,61,TownVillage,TownVillage,225.25,-60.75,225.5,-61.5,
Burgmoth,Northmoor,29328,56096,229,61,TownHamlet,TownHamlet,229.125,-60.75,229.5,-61.5,
Burgcastle,Northmoor,34464,56096,269,61,TownVillage,TownVillage,269.25,-60.75,269.5,-61.5,
Silent Relic of Mara,Northmoor,19240,55976,150,62,ReligionTemple,ReligionTemple,150.3125,-61.6875,150.5,-62.5,
Grimdale,Northmoor,21408,55968,167,62,TownVillage,TownVillage,167.25,-61.75,167.5,-62.5,
Charencart,Northmoor,23968,55968,187,62,TownVillage,TownVillage,187.25,-61.75,187.5,-62.5,
The Feather and Ogre Lodge,Northmoor,31400,55976,245,62,Tavern,Tavern,245.3125,-61.6875,245.5,-62.5,
The Lion and Djinn Hostel,Northmoor,31912,55976,249,62,Tavern,Tavern,249.3125,-61.6875,249.5,-62.5,
The Elyzolda Assembly,Northmoor,33704,55976,263,62,DungeonLabyrinth,DungeonLabyrinth,263.3125,-61.6875,263.5,-62.5,BarbarianStronghold
Baelwell,Northmoor,23312,55832,182,63,TownHamlet,TownHamlet,182.125,-62.8125,182.5,-63.5,
Kinghouse Grange,Northmoor,26792,55848,209,63,HomeFarms,HomeFarms,209.3125,-62.6875,209.5,-63.5,
Ripgate,Northmoor,29600,55840,231,63,TownVillage,TownVillage,231.25,-62.75,231.5,-63.5,
The Mole and Pit Inn,Northmoor,29992,55848,234,63,Tavern,Tavern,234.3125,-62.6875,234.5,-63.5,
The Red Skull Pub,Northmoor,30888,55848,241,63,Tavern,Tavern,241.3125,-62.6875,241.5,-63.5,
The Flying Rascal Lodge,Northmoor,34472,55848,269,63,Tavern,Tavern,269.3125,-62.6875,269.5,-63.5,
The Feather and Cat Tavern,Northmoor,28840,55720,225,64,Tavern,Tavern,225.3125,-63.6875,225.5,-64.5,
Easting,Northmoor,30368,55712,237,64,TownVillage,TownVillage,237.25,-63.75,237.5,-64.5,
Gentle Prophet of Mara,Northmoor,31528,55720,246,64,ReligionTemple,ReligionTemple,246.3125,-63.6875,246.5,-64.5,
Ruins of Old Belladorya's Place,Northmoor,19112,55592,149,65,DungeonRuin,DungeonRuin,149.3125,-64.6875,149.5,-65.5,Crypt
Inner Rebirth of Mara,Northmoor,24104,55592,188,65,ReligionTemple,ReligionTemple,188.3125,-64.6875,188.5,-65.5,
Wicksmith Orchard,Northmoor,25896,55592,202,65,HomeFarms,HomeFarms,202.3125,-64.6875,202.5,-65.5,
Wicksmith Orchard,Ykalon,45864,63016,358,7,HomeFarms,HomeFarms,358.3125,-6.6875,358.5,-7.5,
Fontway ,Northmoor,28320,55584,221,65,TownVillage,TownVillage,221.25,-64.75,221.5,-65.5,
The Dirty Rascal Inn,Northmoor,29992,55592,234,65,Tavern,Tavern,234.3125,-64.6875,234.5,-65.5,
The Cairn of Vladomaus,Northmoor,35368,55592,276,65,DungeonLabyrinth,DungeonLabyrinth,276.3125,-64.6875,276.5,-65.5,Crypt
Old Elara's Farm,Northmoor,22440,55464,175,66,HomeFarms,HomeFarms,175.3125,-65.6875,175.5,-66.5,
Gallobury,Northmoor,26144,55448,204,66,TownHamlet,TownHamlet,204.25,-65.8125,204.5,-66.5,
The Old Mastercroft Place,Northmoor,20904,55336,163,67,HomePoor,HomePoor,163.3125,-66.6875,163.5,-67.5,
The Rusty Hedgehog Inn,Menevia,107560,45352,840,145,Tavern,Tavern,840.3125,-144.6875,840.5,-145.5,
Mermarket,Menevia,107544,45088,840,147,TownHamlet,TownHamlet,840.1875,-146.75,840.5,-147.5,
Greensmith Manor,Menevia,108968,45096,851,147,HomeWealthy,HomeWealthy,851.3125,-146.6875,851.5,-147.5,
Greensmith Manor,Gavaudon,123432,36136,964,217,HomeWealthy,HomeWealthy,964.3125,-216.6875,964.5,-217.5,
Hearthwing's Hold,Menevia,105768,44968,826,148,DungeonKeep,DungeonKeep,826.3125,-147.6875,826.5,-148.5,Crypt
Hearthwing's Hold,Menevia,105768,44968,826,148,DungeonKeep,DungeonKeep,826.3125,-147.6875,826.5,-148.5,Mine
Hearthwing's Hold,Urvaius,54312,53928,424,78,DungeonKeep,DungeonKeep,424.3125,-77.6875,424.5,-78.5,Crypt
Hearthwing's Hold,Urvaius,54312,53928,424,78,DungeonKeep,DungeonKeep,424.3125,-77.6875,424.5,-78.5,Mine
Arkville,Menevia,107816,44960,842,148,TownVillage,TownVillage,842.3125,-147.75,842.5,-148.5,
The Dead Djinn Pub,Menevia,104744,44840,818,149,Tavern,Tavern,818.3125,-148.6875,818.5,-149.5,
The Gaerwing Plantation,Menevia,106664,44840,833,149,HomeFarms,HomeFarms,833.3125,-148.6875,833.5,-149.5,
Ipstower,Menevia,107168,44832,837,149,TownVillage,TownVillage,837.25,-148.75,837.5,-149.5,
Moorsly Palace,Menevia,102184,44456,798,152,HomeWealthy,HomeWealthy,798.3125,-151.6875,798.5,-152.5,
Uptale End,Menevia,106272,44320,830,153,TownVillage,TownVillage,830.25,-152.75,830.5,-153.5,
The Copperston Graveyard,Menevia,104232,44200,814,154,Graveyard,Graveyard,814.3125,-153.6875,814.5,-154.5,Cemetery
Kirkwood Field,Menevia,108456,44192,847,154,TownVillage,TownVillage,847.3125,-153.75,847.5,-154.5,
Reywell,Menevia,103568,44056,809,155,TownHamlet,TownHamlet,809.125,-154.8125,809.5,-155.5,
