fid,name,type,prefab,worldX,worldY,locationID,terrainX,terrainY,region,gisX,gixY,rotYaxis,climate,color,sink,heightOffset
130924,Rocks,1,WOD_Rocks_Flat_Brown_Small_06,257,477,25712747727,127,27,Alik'r Desert,257.9921875,-477.7890625,58,Desert,Brown,0.5,
130925,Rocks,1,WOD_Rocks_Flat_Brown_Small_07,327,456,3279645631,96,31,Alik'r Desert,327.75,-456.7578125,-24,Desert,Brown,0.5,
130926,Rocks,1,WOD_Rocks_Flat_Brown_Small_08,596,425,5969542504,95,4,Alik'r Desert,596.7421875,-425.96875,-27,Desert,Brown,0.5,
130927,Rocks,1,WOD_Rocks_Flat_Brown_Small_09,496,403,4968540393,85,93,Alik'r Desert,496.6640625,-403.2734375,164,Desert,Brown,0.5,
130928,Rocks,1,WOD_Rocks_Flat_Brown_Small_10,543,431,54312043199,120,99,Alik'r Desert,543.9375,-431.2265625,-128,Desert,Brown,0.5,
130929,Rocks,1,WOD_Rocks_Flat_Brown_Medium_01,503,440,5030744039,7,39,Alik'r Desert,503.0546875,-440.6953125,-141,Desert,Brown,0.5,
130930,Rocks,1,WOD_Rocks_Flat_Brown_Medium_02,446,458,4465445842,54,42,Alik'r Desert,446.421875,-458.671875,180,Desert,Brown,0.5,
130931,Rocks,1,WOD_Rocks_Flat_Brown_Medium_03,401,481,4017848106,78,6,Alik'r Desert,401.609375,-481.953125,87,Desert,Brown,0.5,
130932,Rocks,1,WOD_Rocks_Flat_Brown_Medium_04,405,486,4053748624,37,24,Alik'r Desert,405.2890625,-486.8125,-155,Desert,Brown,0.5,
130933,Rocks,1,WOD_Rocks_Flat_Brown_Medium_05,311,465,3111346555,13,55,Alik'r Desert,311.1015625,-465.5703125,161,Desert,Brown,0.5,
130934,Rocks,1,WOD_Rocks_Flat_Brown_Medium_06,556,420,5566642082,66,82,Alik'r Desert,556.515625,-420.359375,-105,Desert,Brown,0.5,
130935,Rocks,1,WOD_Rocks_Flat_Brown_Medium_07,355,415,35510341505,103,5,Alik'r Desert,355.8046875,-415.9609375,81,Desert,Brown,0.5,
130936,Rocks,1,WOD_Rocks_Flat_Brown_Medium_08,370,461,3704446106,44,6,Alik'r Desert,370.34375,-461.953125,94,Desert,Brown,0.5,
130937,Rocks,1,WOD_Rocks_Flat_Brown_Medium_10,545,440,54525440128,25,128,Alik'r Desert,545.1953125,-440.0,-38,Desert,Brown,0.5,
130938,Rocks,1,WOD_Rocks_Flat_Brown_Medium_12,630,415,63036415113,36,113,Alik'r Desert,630.28125,-415.1171875,46,Desert,Brown,0.5,
130939,Rocks,1,WOD_Rocks_Flat_Brown_Large_01,621,408,62110040894,100,94,Alik'r Desert,621.78125,-408.265625,173,Desert,Brown,0.5,
130940,Rocks,1,WOD_Rocks_Flat_Brown_Large_02,325,463,3252346375,23,75,Alik'r Desert,325.1796875,-463.4140625,58,Desert,Brown,0.5,
130941,Rocks,1,WOD_Rocks_Flat_Brown_Large_03,385,451,3857745127,77,27,Alik'r Desert,385.6015625,-451.7890625,46,Desert,Brown,0.5,
130942,Rocks,1,WOD_Rocks_Flat_Brown_Large_05,447,443,44711344392,113,92,Alik'r Desert,447.8828125,-443.28125,-27,Desert,Brown,0.5,
130943,Rocks,1,WOD_Rocks_Flat_Brown_Large_06,509,406,5096240604,62,4,Alik'r Desert,509.484375,-406.96875,-157,Desert,Brown,0.5,
130945,Rocks,1,WOD_Rocks_Flat_Brown_Large_09,587,428,5877642808,76,8,Alik'r Desert,587.59375,-428.9375,-34,Desert,Brown,0.5,
130946,Rocks,1,WOD_Rocks_Flat_Brown_Small_01,412,485,4128848596,88,96,Alik'r Desert,412.6875,-485.25,91,Desert,Brown,0.5,
130947,Rocks,1,WOD_Rocks_Flat_Brown_Small_02,530,448,53010844836,108,36,Alik'r Desert,530.84375,-448.71875,120,Desert,Brown,0.5,
130948,Rocks,1,WOD_Rocks_Flat_Brown_Small_03,293,464,29310046496,100,96,Alik'r Desert,293.78125,-464.25,-104,Desert,Brown,0.5,
130949,Rocks,1,WOD_Rocks_Flat_Brown_Small_04,297,474,2976647479,66,79,Alik'r Desert,297.515625,-474.3828125,-65,Desert,Brown,0.5,
130950,Rocks,1,WOD_Rocks_Flat_Brown_Small_05,361,470,3617947014,79,14,Alik'r Desert,361.6171875,-470.890625,-118,Desert,Brown,0.5,
130951,Rocks,1,WOD_Rocks_Flat_Brown_Small_06,557,414,5575841454,58,54,Alik'r Desert,557.453125,-414.578125,-9,Desert,Brown,0.5,
130953,Rocks,1,WOD_Rocks_Flat_Brown_Small_08,574,437,57428437100,28,100,Alik'r Desert,574.21875,-437.21875,-178,Desert,Brown,0.5,
130954,Rocks,1,WOD_Rocks_Flat_Brown_Small_09,623,410,6232641045,26,45,Alik'r Desert,623.203125,-410.6484375,-177,Desert,Brown,0.5,
130955,Rocks,1,WOD_Rocks_Flat_Brown_Small_10,386,477,3869947788,99,88,Alik'r Desert,386.7734375,-477.3125,164,Desert,Brown,0.5,
130956,Rocks,1,WOD_Rocks_Flat_Brown_Medium_01,457,466,4571946689,19,89,Alik'r Desert,457.1484375,-466.3046875,67,Desert,Brown,0.5,
130957,Rocks,1,WOD_Rocks_Flat_Brown_Medium_02,450,458,4505045838,50,38,Alik'r Desert,450.390625,-458.703125,180,Desert,Brown,0.5,
130958,Rocks,1,WOD_Rocks_Flat_Brown_Medium_03,527,394,52773394123,73,123,Alik'r Desert,527.5703125,-394.0390625,-118,Desert,Brown,0.5,
130959,Rocks,1,WOD_Rocks_Flat_Brown_Medium_04,584,387,5849238798,92,98,Alik'r Desert,584.71875,-387.234375,-155,Desert,Brown,0.5,
130960,Rocks,1,WOD_Rocks_Flat_Brown_Medium_05,329,463,32985463102,85,102,Alik'r Desert,329.6640625,-463.203125,-125,Desert,Brown,0.5,
130961,Rocks,1,WOD_Rocks_Flat_Brown_Medium_06,329,498,3299649858,96,58,Alik'r Desert,329.75,-498.546875,-57,Desert,Brown,0.5,
130962,Rocks,1,WOD_Rocks_Flat_Brown_Medium_07,274,475,2747547537,75,37,Alik'r Desert,274.5859375,-475.7109375,-163,Desert,Brown,0.5,
130963,Rocks,1,WOD_Rocks_Flat_Brown_Medium_08,517,443,5177944376,79,76,Alik'r Desert,517.6171875,-443.40625,122,Desert,Brown,0.5,
130964,Rocks,1,WOD_Rocks_Flat_Brown_Medium_10,349,485,34910748580,107,80,Alik'r Desert,349.8359375,-485.375,141,Desert,Brown,0.5,
130965,Rocks,1,WOD_Rocks_Flat_Brown_Medium_11,336,442,3368144211,81,11,Alik'r Desert,336.6328125,-442.9140625,102,Desert,Brown,0.5,
130966,Rocks,1,WOD_Rocks_Flat_Brown_Medium_12,306,457,3063445798,34,98,Alik'r Desert,306.265625,-457.234375,-133,Desert,Brown,0.5,
130967,Rocks,1,WOD_Rocks_Flat_Brown_Large_01,474,412,4745341271,53,71,Alik'r Desert,474.4140625,-412.4453125,33,Desert,Brown,0.5,
130968,Rocks,1,WOD_Rocks_Flat_Brown_Large_02,407,426,4075942622,59,22,Alik'r Desert,407.4609375,-426.828125,133,Desert,Brown,0.5,
130969,Rocks,1,WOD_Rocks_Flat_Brown_Large_03,251,472,2515747208,57,8,Alik'r Desert,251.4453125,-472.9375,-96,Desert,Brown,0.5,
130970,Rocks,1,WOD_Rocks_Flat_Brown_Large_04,610,413,6105341364,53,64,Alik'r Desert,610.4140625,-413.5,164,Desert,Brown,0.5,
130971,Rocks,1,WOD_Rocks_Flat_Brown_Large_05,564,408,56410540826,105,26,Alik'r Desert,564.8203125,-408.796875,-124,Desert,Brown,0.5,
130972,Rocks,1,WOD_Rocks_Flat_Brown_Large_06,272,463,2722446302,24,2,Alik'r Desert,272.1875,-463.984375,-85,Desert,Brown,0.5,
130973,Rocks,1,WOD_Rocks_Flat_Brown_Large_08,308,481,3086648114,66,14,Alik'r Desert,308.515625,-481.890625,-179,Desert,Brown,0.5,
130974,Rocks,1,WOD_Rocks_Flat_Brown_Large_09,534,430,5343443038,34,38,Alik'r Desert,534.265625,-430.703125,-78,Desert,Brown,0.5,
130975,Rocks,1,WOD_Rocks_Flat_Brown_Small_01,611,401,61132401124,32,124,Alik'r Desert,611.25,-401.03125,-116,Desert,Brown,0.5,
130976,Rocks,1,WOD_Rocks_Flat_Brown_Small_02,543,430,5431643030,16,30,Alik'r Desert,543.125,-430.765625,101,Desert,Brown,0.5,
130977,Rocks,1,WOD_Rocks_Flat_Brown_Small_03,376,445,3761044573,10,73,Alik'r Desert,376.078125,-445.4296875,-111,Desert,Brown,0.5,
130978,Rocks,1,WOD_Rocks_Flat_Brown_Small_04,474,473,47464473123,64,123,Alik'r Desert,474.5,-473.0390625,-25,Desert,Brown,0.5,
130979,Rocks,1,WOD_Rocks_Flat_Brown_Small_05,486,464,4864146493,41,93,Alik'r Desert,486.3203125,-464.2734375,-120,Desert,Brown,0.5,
130980,Rocks,1,WOD_Rocks_Flat_Brown_Small_06,282,475,2827647553,76,53,Alik'r Desert,282.59375,-475.5859375,-179,Desert,Brown,0.5,
130981,Rocks,1,WOD_Rocks_Flat_Brown_Small_07,396,460,3968646054,86,54,Alik'r Desert,396.671875,-460.578125,123,Desert,Brown,0.5,
130982,Rocks,1,WOD_Rocks_Flat_Brown_Small_08,244,484,24476484124,76,124,Alik'r Desert,244.59375,-484.03125,8,Desert,Brown,0.5,
130983,Rocks,1,WOD_Rocks_Flat_Brown_Small_09,495,410,4951341090,13,90,Alik'r Desert,495.1015625,-410.296875,101,Desert,Brown,0.5,
130984,Rocks,1,WOD_Rocks_Flat_Brown_Small_10,455,485,45511048510,110,10,Alik'r Desert,455.859375,-485.921875,-64,Desert,Brown,0.5,
130985,Rocks,1,WOD_Rocks_Flat_Brown_Medium_01,308,468,3082646886,26,86,Alik'r Desert,308.203125,-468.328125,-129,Desert,Brown,0.5,
130986,Rocks,1,WOD_Rocks_Flat_Brown_Medium_02,488,466,4880146696,1,96,Alik'r Desert,488.0078125,-466.25,-143,Desert,Brown,0.5,
130987,Rocks,1,WOD_Rocks_Flat_Brown_Medium_03,297,458,2975045827,50,27,Alik'r Desert,297.390625,-458.7890625,64,Desert,Brown,0.5,
130988,Rocks,1,WOD_Rocks_Flat_Brown_Medium_04,535,426,5350242692,2,92,Alik'r Desert,535.015625,-426.28125,14,Desert,Brown,0.5,
130989,Rocks,1,WOD_Rocks_Flat_Brown_Medium_05,495,462,49547462100,47,100,Alik'r Desert,495.3671875,-462.21875,-94,Desert,Brown,0.5,
130990,Rocks,1,WOD_Rocks_Flat_Brown_Medium_07,561,428,5616442871,64,71,Alik'r Desert,561.5,-428.4453125,91,Desert,Brown,0.5,
130991,Rocks,1,WOD_Rocks_Flat_Brown_Medium_08,528,399,52859399109,59,109,Alik'r Desert,528.4609375,-399.1484375,162,Desert,Brown,0.5,
130992,Rocks,1,WOD_Rocks_Flat_Brown_Medium_10,226,490,22611249005,112,5,Alik'r Desert,226.875,-490.9609375,-115,Desert,Brown,0.5,
130993,Rocks,1,WOD_Rocks_Flat_Brown_Medium_11,454,455,4546045529,60,29,Alik'r Desert,454.46875,-455.7734375,-170,Desert,Brown,0.5,
130994,Rocks,1,WOD_Rocks_Flat_Brown_Medium_12,334,471,3342647191,26,91,Alik'r Desert,334.203125,-471.2890625,-148,Desert,Brown,0.5,
130995,Rocks,1,WOD_Rocks_Flat_Brown_Large_01,255,476,2556047639,60,39,Alik'r Desert,255.46875,-476.6953125,-157,Desert,Brown,0.5,
130996,Rocks,1,WOD_Rocks_Flat_Brown_Large_02,295,451,2950145124,1,24,Alik'r Desert,295.0078125,-451.8125,37,Desert,Brown,0.5,
130997,Rocks,1,WOD_Rocks_Flat_Brown_Large_04,323,485,3239348555,93,55,Alik'r Desert,323.7265625,-485.5703125,33,Desert,Brown,0.5,
130998,Rocks,1,WOD_Rocks_Flat_Brown_Large_05,343,429,3434042984,40,84,Alik'r Desert,343.3125,-429.34375,80,Desert,Brown,0.5,
130999,Rocks,1,WOD_Rocks_Flat_Brown_Large_06,333,482,3339548284,95,84,Alik'r Desert,333.7421875,-482.34375,-139,Desert,Brown,0.5,
131000,Rocks,1,WOD_Rocks_Flat_Brown_Large_07,330,495,3307649590,76,90,Alik'r Desert,330.59375,-495.296875,75,Desert,Brown,0.5,
131001,Rocks,1,WOD_Rocks_Flat_Brown_Large_08,375,482,3750748277,7,77,Alik'r Desert,375.0546875,-482.3984375,75,Desert,Brown,0.5,
131002,Rocks,1,WOD_Rocks_Flat_Brown_Large_09,326,466,32612246624,122,24,Alik'r Desert,326.953125,-466.8125,133,Desert,Brown,0.5,
131003,Rocks,1,WOD_Rocks_Flat_Brown_Small_01,333,489,3330248998,2,98,Alik'r Desert,333.015625,-489.234375,74,Desert,Brown,0.5,
131004,Rocks,1,WOD_Rocks_Flat_Brown_Small_02,552,405,5528040599,80,99,Alik'r Desert,552.625,-405.2265625,-100,Desert,Brown,0.5,
131005,Rocks,1,WOD_Rocks_Flat_Brown_Small_03,545,407,545122407115,122,115,Alik'r Desert,545.953125,-407.1015625,-172,Desert,Brown,0.5,
131006,Rocks,1,WOD_Rocks_Flat_Brown_Small_04,260,453,2608045306,80,6,Alik'r Desert,260.625,-453.953125,46,Desert,Brown,0.5,
131007,Rocks,1,WOD_Rocks_Flat_Brown_Small_05,459,492,45954492123,54,123,Alik'r Desert,459.421875,-492.0390625,-24,Desert,Brown,0.5,
131008,Rocks,1,WOD_Rocks_Flat_Brown_Small_06,392,438,39295438109,95,109,Alik'r Desert,392.7421875,-438.1484375,-2,Desert,Brown,0.5,
131009,Rocks,1,WOD_Rocks_Flat_Brown_Small_07,531,411,53195411109,95,109,Alik'r Desert,531.7421875,-411.1484375,71,Desert,Brown,0.5,
131010,Rocks,1,WOD_Rocks_Flat_Brown_Small_08,387,443,38712844301,128,1,Alik'r Desert,388.0,-443.9921875,-6,Desert,Brown,0.5,
131011,Rocks,1,WOD_Rocks_Flat_Brown_Small_09,598,410,59812241007,122,7,Alik'r Desert,598.953125,-410.9453125,160,Desert,Brown,0.5,
131012,Rocks,1,WOD_Rocks_Flat_Brown_Small_10,532,397,5325539794,55,94,Alik'r Desert,532.4296875,-397.265625,-62,Desert,Brown,0.5,
131013,Rocks,1,WOD_Rocks_Flat_Brown_Medium_01,352,420,3527642035,76,35,Alik'r Desert,352.59375,-420.7265625,-67,Desert,Brown,0.5,
131014,Rocks,1,WOD_Rocks_Flat_Brown_Medium_02,461,488,4618248806,82,6,Alik'r Desert,461.640625,-488.953125,31,Desert,Brown,0.5,
131015,Rocks,1,WOD_Rocks_Flat_Brown_Medium_03,275,488,2755248874,52,74,Alik'r Desert,275.40625,-488.421875,-25,Desert,Brown,0.5,
131016,Rocks,1,WOD_Rocks_Flat_Brown_Medium_04,263,499,263103499125,103,125,Alik'r Desert,263.8046875,-499.0234375,113,Desert,Brown,0.5,
131017,Rocks,1,WOD_Rocks_Flat_Brown_Medium_06,329,427,3291642773,16,73,Alik'r Desert,329.125,-427.4296875,2,Desert,Brown,0.5,
131018,Rocks,1,WOD_Rocks_Flat_Brown_Medium_07,310,476,31012547653,125,53,Alik'r Desert,310.9765625,-476.5859375,-69,Desert,Brown,0.5,
131019,Rocks,1,WOD_Rocks_Flat_Brown_Medium_08,621,428,6218342853,83,53,Alik'r Desert,621.6484375,-428.5859375,62,Desert,Brown,0.5,
131020,Rocks,1,WOD_Rocks_Flat_Brown_Medium_09,247,493,2478249359,82,59,Alik'r Desert,247.640625,-493.5390625,76,Desert,Brown,0.5,
131021,Rocks,1,WOD_Rocks_Flat_Brown_Medium_10,401,480,4010648097,6,97,Alik'r Desert,401.046875,-480.2421875,-102,Desert,Brown,0.5,
131022,Rocks,1,WOD_Rocks_Flat_Brown_Medium_11,269,454,26966454117,66,117,Alik'r Desert,269.515625,-454.0859375,108,Desert,Brown,0.5,
131023,Rocks,1,WOD_Rocks_Flat_Brown_Medium_12,523,422,5237642207,76,7,Alik'r Desert,523.59375,-422.9453125,-4,Desert,Brown,0.5,
131024,Rocks,1,WOD_Rocks_Flat_Brown_Large_01,470,477,4707747735,77,35,Alik'r Desert,470.6015625,-477.7265625,-109,Desert,Brown,0.5,
131025,Rocks,1,WOD_Rocks_Flat_Brown_Large_02,376,448,3760544851,5,51,Alik'r Desert,376.0390625,-448.6015625,129,Desert,Brown,0.5,
131026,Rocks,1,WOD_Rocks_Flat_Brown_Large_04,384,425,3843142542,31,42,Alik'r Desert,384.2421875,-425.671875,19,Desert,Brown,0.5,
131027,Rocks,1,WOD_Rocks_Flat_Brown_Large_05,483,478,48307478103,7,103,Alik'r Desert,483.0546875,-478.1953125,-121,Desert,Brown,0.5,
131028,Rocks,1,WOD_Rocks_Flat_Brown_Large_06,573,389,5739938935,99,35,Alik'r Desert,573.7734375,-389.7265625,-14,Desert,Brown,0.5,
131029,Rocks,1,WOD_Rocks_Flat_Brown_Large_07,568,427,5687142767,71,67,Alik'r Desert,568.5546875,-427.4765625,-65,Desert,Brown,0.5,
131030,Rocks,1,WOD_Rocks_Flat_Brown_Large_08,233,478,2339647833,96,33,Alik'r Desert,233.75,-478.7421875,-76,Desert,Brown,0.5,
131031,Rocks,1,WOD_Rocks_Flat_Brown_Large_09,331,452,33187452117,87,117,Alik'r Desert,331.6796875,-452.0859375,6,Desert,Brown,0.5,
131032,Rocks,1,WOD_Rocks_Flat_Brown_Small_01,551,385,5515938592,59,92,Alik'r Desert,551.4609375,-385.28125,-53,Desert,Brown,0.5,
131033,Rocks,1,WOD_Rocks_Flat_Brown_Small_02,348,455,3484945534,49,34,Alik'r Desert,348.3828125,-455.734375,35,Desert,Brown,0.5,
131034,Rocks,1,WOD_Rocks_Flat_Brown_Small_03,578,421,57812242124,122,24,Alik'r Desert,578.953125,-421.8125,169,Desert,Brown,0.5,
131035,Rocks,1,WOD_Rocks_Flat_Brown_Small_04,339,481,33968481108,68,108,Alik'r Desert,339.53125,-481.15625,22,Desert,Brown,0.5,
131036,Rocks,1,WOD_Rocks_Flat_Brown_Small_05,495,462,4957746259,77,59,Alik'r Desert,495.6015625,-462.5390625,-54,Desert,Brown,0.5,
131037,Rocks,1,WOD_Rocks_Flat_Brown_Small_06,366,434,3667743418,77,18,Alik'r Desert,366.6015625,-434.859375,107,Desert,Brown,0.5,
131038,Rocks,1,WOD_Rocks_Flat_Brown_Small_07,284,452,2846545262,65,62,Alik'r Desert,284.5078125,-452.515625,118,Desert,Brown,0.5,
131039,Rocks,1,WOD_Rocks_Flat_Brown_Small_08,505,399,50510839972,108,72,Alik'r Desert,505.84375,-399.4375,-112,Desert,Brown,0.5,
131040,Rocks,1,WOD_Rocks_Flat_Brown_Small_09,541,405,54163405125,63,125,Alik'r Desert,541.4921875,-405.0234375,148,Desert,Brown,0.5,
131041,Rocks,1,WOD_Rocks_Flat_Brown_Small_10,585,390,58505390119,5,119,Alik'r Desert,585.0390625,-390.0703125,126,Desert,Brown,0.5,
131042,Rocks,1,WOD_Rocks_Flat_Brown_Medium_01,560,391,5600539110,5,10,Alik'r Desert,560.0390625,-391.921875,119,Desert,Brown,0.5,
131043,Rocks,1,WOD_Rocks_Flat_Brown_Medium_02,388,487,3880148740,1,40,Alik'r Desert,388.0078125,-487.6875,161,Desert,Brown,0.5,
131044,Rocks,1,WOD_Rocks_Flat_Brown_Medium_03,348,458,3480945893,9,93,Alik'r Desert,348.0703125,-458.2734375,170,Desert,Brown,0.5,
131045,Rocks,1,WOD_Rocks_Flat_Brown_Medium_04,375,498,3750149891,1,91,Alik'r Desert,375.0078125,-498.2890625,-137,Desert,Brown,0.5,
131046,Rocks,1,WOD_Rocks_Flat_Brown_Medium_05,377,492,3779449270,94,70,Alik'r Desert,377.734375,-492.453125,-178,Desert,Brown,0.5,
131047,Rocks,1,WOD_Rocks_Flat_Brown_Medium_07,373,429,3733342951,33,51,Alik'r Desert,373.2578125,-429.6015625,-12,Desert,Brown,0.5,
131048,Rocks,1,WOD_Rocks_Flat_Brown_Medium_08,398,480,39854480125,54,125,Alik'r Desert,398.421875,-480.0234375,53,Desert,Brown,0.5,
131049,Rocks,1,WOD_Rocks_Flat_Brown_Medium_09,241,498,2410149829,1,29,Alik'r Desert,241.0078125,-498.7734375,-175,Desert,Brown,0.5,
131050,Rocks,1,WOD_Rocks_Flat_Brown_Medium_10,373,418,37310141897,101,97,Alik'r Desert,373.7890625,-418.2421875,-165,Desert,Brown,0.5,
131051,Rocks,1,WOD_Rocks_Flat_Brown_Medium_11,546,440,5466044032,60,32,Alik'r Desert,546.46875,-440.75,-99,Desert,Brown,0.5,
131052,Rocks,1,WOD_Rocks_Flat_Brown_Medium_12,564,382,564107382103,107,103,Alik'r Desert,564.8359375,-382.1953125,35,Desert,Brown,0.5,
131053,Rocks,1,WOD_Rocks_Flat_Brown_Large_01,388,432,38812843210,128,10,Alik'r Desert,389.0,-432.921875,176,Desert,Brown,0.5,
131054,Rocks,1,WOD_Rocks_Flat_Brown_Large_03,257,481,2576748168,67,68,Alik'r Desert,257.5234375,-481.46875,-113,Desert,Brown,0.5,
131055,Rocks,1,WOD_Rocks_Flat_Brown_Large_04,491,401,4913740173,37,73,Alik'r Desert,491.2890625,-401.4296875,-82,Desert,Brown,0.5,
131056,Rocks,1,WOD_Rocks_Flat_Brown_Large_05,588,432,5881243249,12,49,Alik'r Desert,588.09375,-432.6171875,154,Desert,Brown,0.5,
131057,Rocks,1,WOD_Rocks_Flat_Brown_Large_07,540,428,5400442862,4,62,Alik'r Desert,540.03125,-428.515625,109,Desert,Brown,0.5,
131058,Rocks,1,WOD_Rocks_Flat_Brown_Large_08,347,442,34704442114,4,114,Alik'r Desert,347.03125,-442.109375,92,Desert,Brown,0.5,
131059,Rocks,1,WOD_Rocks_Flat_Brown_Large_09,452,444,45212444453,124,53,Alik'r Desert,452.96875,-444.5859375,60,Desert,Brown,0.5,
131060,Rocks,1,WOD_Rocks_Flat_Brown_Small_01,543,415,54379415108,79,108,Alik'r Desert,543.6171875,-415.15625,-8,Desert,Brown,0.5,
131061,Rocks,1,WOD_Rocks_Flat_Brown_Small_02,289,473,28910847306,108,6,Alik'r Desert,289.84375,-473.953125,106,Desert,Brown,0.5,
131062,Rocks,1,WOD_Rocks_Flat_Brown_Small_03,345,442,345117442120,117,120,Alik'r Desert,345.9140625,-442.0625,76,Desert,Brown,0.5,
131063,Rocks,1,WOD_Rocks_Flat_Brown_Small_04,250,469,2508346953,83,53,Alik'r Desert,250.6484375,-469.5859375,-129,Desert,Brown,0.5,
131064,Rocks,1,WOD_Rocks_Flat_Brown_Small_05,592,412,5928841235,88,35,Alik'r Desert,592.6875,-412.7265625,89,Desert,Brown,0.5,
131065,Rocks,1,WOD_Rocks_Flat_Brown_Small_06,622,418,6222141849,21,49,Alik'r Desert,622.1640625,-418.6171875,143,Desert,Brown,0.5,
131067,Rocks,1,WOD_Rocks_Flat_Brown_Small_08,607,427,6078842773,88,73,Alik'r Desert,607.6875,-427.4296875,125,Desert,Brown,0.5,
131068,Rocks,1,WOD_Rocks_Flat_Brown_Small_09,548,396,5488139635,81,35,Alik'r Desert,548.6328125,-396.7265625,-91,Desert,Brown,0.5,
131070,Rocks,1,WOD_Rocks_Flat_Brown_Medium_01,575,428,5759742858,97,58,Alik'r Desert,575.7578125,-428.546875,-50,Desert,Brown,0.5,
131071,Rocks,1,WOD_Rocks_Flat_Brown_Medium_02,357,445,3572444544,24,44,Alik'r Desert,357.1875,-445.65625,-37,Desert,Brown,0.5,
131072,Rocks,1,WOD_Rocks_Flat_Brown_Medium_03,218,491,2187749129,77,29,Alik'r Desert,218.6015625,-491.7734375,95,Desert,Brown,0.5,
131073,Rocks,1,WOD_Rocks_Flat_Brown_Medium_04,365,418,36518418107,18,107,Alik'r Desert,365.140625,-418.1640625,98,Desert,Brown,0.5,
131074,Rocks,1,WOD_Rocks_Flat_Brown_Medium_05,430,447,4307344787,73,87,Alik'r Desert,430.5703125,-447.3203125,41,Desert,Brown,0.5,
131075,Rocks,1,WOD_Rocks_Flat_Brown_Medium_06,581,425,5810642537,6,37,Alik'r Desert,581.046875,-425.7109375,0,Desert,Brown,0.5,
131077,Rocks,1,WOD_Rocks_Flat_Brown_Medium_08,359,417,3599441708,94,8,Alik'r Desert,359.734375,-417.9375,141,Desert,Brown,0.5,
131078,Rocks,1,WOD_Rocks_Flat_Brown_Medium_09,546,436,546106436128,106,128,Alik'r Desert,546.828125,-436.0,-180,Desert,Brown,0.5,
131079,Rocks,1,WOD_Rocks_Flat_Brown_Medium_10,325,428,3257942888,79,88,Alik'r Desert,325.6171875,-428.3125,97,Desert,Brown,0.5,
131080,Rocks,1,WOD_Rocks_Flat_Brown_Medium_11,277,466,27712546693,125,93,Alik'r Desert,277.9765625,-466.2734375,-132,Desert,Brown,0.5,
131082,Rocks,1,WOD_Rocks_Flat_Brown_Large_01,343,439,34353439124,53,124,Alik'r Desert,343.4140625,-439.03125,48,Desert,Brown,0.5,
131083,Rocks,1,WOD_Rocks_Flat_Brown_Large_02,566,416,5662241650,22,50,Alik'r Desert,566.171875,-416.609375,-87,Desert,Brown,0.5,
131084,Rocks,1,WOD_Rocks_Flat_Brown_Large_03,351,479,3514847970,48,70,Alik'r Desert,351.375,-479.453125,169,Desert,Brown,0.5,
131085,Rocks,1,WOD_Rocks_Flat_Brown_Large_04,343,496,3439049660,90,60,Alik'r Desert,343.703125,-496.53125,15,Desert,Brown,0.5,
131086,Rocks,1,WOD_Rocks_Flat_Brown_Large_05,463,456,4630945605,9,5,Alik'r Desert,463.0703125,-456.9609375,21,Desert,Brown,0.5,
131087,Rocks,1,WOD_Rocks_Flat_Brown_Large_06,450,449,4508344991,83,91,Alik'r Desert,450.6484375,-449.2890625,107,Desert,Brown,0.5,
131088,Rocks,1,WOD_Rocks_Flat_Brown_Large_07,246,458,2465045879,50,79,Alik'r Desert,246.390625,-458.3828125,-169,Desert,Brown,0.5,
131089,Rocks,1,WOD_Rocks_Flat_Brown_Large_08,370,491,37013491105,13,105,Alik'r Desert,370.1015625,-491.1796875,31,Desert,Brown,0.5,
131091,Rocks,1,WOD_Rocks_Flat_Brown_Small_01,345,492,34575492119,75,119,Alik'r Desert,345.5859375,-492.0703125,17,Desert,Brown,0.5,
131092,Rocks,1,WOD_Rocks_Flat_Brown_Small_02,561,402,56111240226,112,26,Alik'r Desert,561.875,-402.796875,-165,Desert,Brown,0.5,
131093,Rocks,1,WOD_Rocks_Flat_Brown_Small_03,484,417,4848741783,87,83,Alik'r Desert,484.6796875,-417.3515625,-142,Desert,Brown,0.5,
131094,Rocks,1,WOD_Rocks_Flat_Brown_Small_04,494,460,4946446096,64,96,Alik'r Desert,494.5,-460.25,-92,Desert,Brown,0.5,
131095,Rocks,1,WOD_Rocks_Flat_Brown_Small_05,405,447,4051144723,11,23,Alik'r Desert,405.0859375,-447.8203125,-89,Desert,Brown,0.5,
131096,Rocks,1,WOD_Rocks_Flat_Brown_Small_06,353,443,35311244398,112,98,Alik'r Desert,353.875,-443.234375,-93,Desert,Brown,0.5,
131097,Rocks,1,WOD_Rocks_Flat_Brown_Small_08,530,413,53012641319,126,19,Alik'r Desert,530.984375,-413.8515625,-110,Desert,Brown,0.5,
131098,Rocks,1,WOD_Rocks_Flat_Brown_Small_09,442,453,44234453100,34,100,Alik'r Desert,442.265625,-453.21875,18,Desert,Brown,0.5,
131099,Rocks,1,WOD_Rocks_Flat_Brown_Small_10,308,485,3085948505,59,5,Alik'r Desert,308.4609375,-485.9609375,141,Desert,Brown,0.5,
131100,Rocks,1,WOD_Rocks_Flat_Brown_Medium_01,605,414,6050641424,6,24,Alik'r Desert,605.046875,-414.8125,24,Desert,Brown,0.5,
